question,question_fr,order,disagg_var1,disagg_var1_fr,disaggregate1,disaggregate1_fr,label,label_fr,colpercent,round,collowercl,coluppercl,numerator,denominator,Suppress,notes,notes_fr,notes2,notes2_fr,Table,infobase_order
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,South Asian,Asiatique du Sud,Once or twice only,Une ou deux fois seulement,11.7,,3.2,34.5,3,33,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,South Asian,Asiatique du Sud,Three or more times,Trois fois ou plus,,,,,0,33,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Southeast Asian,Asiatique du Sud-Est,Never,Jamais,100.0,,,,45,45,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Southeast Asian,Asiatique du Sud-Est,Once or twice only,Une ou deux fois seulement,,,,,0,45,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Southeast Asian,Asiatique du Sud-Est,Three or more times,Trois fois ou plus,,,,,0,45,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,White,Blanc,Never,Jamais,85.4,,82.5,87.9,1092,1265,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,White,Blanc,Once or twice only,Une ou deux fois seulement,9.8,,7.6,12.6,120,1265,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,White,Blanc,Three or more times,Trois fois ou plus,4.8,,3.4,6.7,53,1265,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Other,Autre,Never,Jamais,79.8,,59.4,91.5,32,38,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Other,Autre,Once or twice only,Une ou deux fois seulement,20.2,,8.5,40.6,6,38,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Race,La race,Other,Autre,Three or more times,Trois fois ou plus,,,,,0,38,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.","Black includes African, African Canadian, Afro-Caribbean descent. East Asian includes Chinese, Japanese, Korean, Taiwanese descent. Indigenous includes First Nations, Inuk/Inuit, Métis descent. Latin American includes Hispanic orLatin American descent. Middle Eastern includes Arab, Persian, West Asian descent (e.g., Afghan, Egyptian, Iranian,Kurdish, Lebanese, Turkish). South Asian includes Bangladeshi, Indian, Indo-Caribbean, Pakistani, Sri Lankandescent. Southeast Asian includes Cambodian, Filipino, Indonesian, Thai, Vietnamese, or other Southeast Asiandescent. White includes European descent.","Noir inclut les descendants africains, afro-canadiens et afro-caribéens. Asiatique de l’Est inclut les Chinois, les Japonais, les Coréens, ceux d’origine taïwanaise. Autochtone inclut les membres des Premières Nations, les Inuks/Inuits et les Métis. Latino-Américain inclut les Hispaniques ou ceux de descendance latino-américaine. Moyen-Orientinclut les Arabes, Persans et Ouest-asiatiques (par exemple Afghans, Égyptiens, Iraniens, Kurdes, Libanais, Turcs).Asiatique du Sud inclut les Bangladais, les Indiens, les Indo-Caribéens, les Pakistanais et les descendants de SriLankan. Asiatique du Sud-Est inclut les Cambodgiens, les Philippins, les Indonésiens, les Thaïlandais, les Vietnamienset les descendants d’autres pays d’Asie du Sud-Est. Blanc inclut ceux de descendance européenne.",Table MEX_Q05r * DEM_Q03,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Rural area (less than 1,000 people)",Zone rurale (moins de 1 000 habitants),Never,Jamais,83.4,,75.2,89.2,177,201,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Rural area (less than 1,000 people)",Zone rurale (moins de 1 000 habitants),Once or twice only,Une ou deux fois seulement,10.5,v,5.7,18.4,16,201,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Rural area (less than 1,000 people)",Zone rurale (moins de 1 000 habitants),Three or more times,Trois fois ou plus,6.2,,3.1,11.7,8,201,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Small population centre (1,000 to 29,999 people)",Petit centre démographie (1 000 à 299 999 habitants),Never,Jamais,86.1,,82.4,89.1,357,407,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Small population centre (1,000 to 29,999 people)",Petit centre démographie (1 000 à 299 999 habitants),Once or twice only,Une ou deux fois seulement,9.3,,6.4,13.4,36,407,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Small population centre (1,000 to 29,999 people)",Petit centre démographie (1 000 à 299 999 habitants),Three or more times,Trois fois ou plus,4.6,,2.4,8.4,14,407,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Medium population centre (30,000 to 99,999 people)",Moyen centre démographique (30 000 à 99 999 habitants),Never,Jamais,88.1,,81.9,92.4,282,316,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Medium population centre (30,000 to 99,999 people)",Moyen centre démographique (30 000 à 99 999 habitants),Once or twice only,Une ou deux fois seulement,8.3,,4.5,14.7,24,316,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Medium population centre (30,000 to 99,999 people)",Moyen centre démographique (30 000 à 99 999 habitants),Three or more times,Trois fois ou plus,3.6,,1.8,6.9,10,316,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Large urban population centre (100,000+ people)",Grand centre urbain (100 000 habitants ou plus),Never,Jamais,85.7,,81.0,89.5,595,691,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Large urban population centre (100,000+ people)",Grand centre urbain (100 000 habitants ou plus),Once or twice only,Une ou deux fois seulement,9.8,,6.8,13.8,64,691,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Size of city or town of residence,Population de la ville ou du village de résidence,"Large urban population centre (100,000+ people)",Grand centre urbain (100 000 habitants ou plus),Three or more times,Trois fois ou plus,4.5,v,3.1,6.4,32,691,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * AGS_Q05,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$0 - $19,999",0 $ - 19 999 $,Never,Jamais,96.8,,88.4,99.2,88,91,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$0 - $19,999",0 $ - 19 999 $,Once or twice only,Une ou deux fois seulement,0.6,,0.1,5.1,1,91,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$0 - $19,999",0 $ - 19 999 $,Three or more times,Trois fois ou plus,2.6,,0.5,11.8,2,91,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$20,000 - $39,999",20 000 $ - 39 999 $,Never,Jamais,85.5,v,74.7,92.1,98,110,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
Frequency of drinking during pregnancy,Fréquence de consommation d'alcool pendant la grossesse,242,Household income,Le revenu du ménage,"$20,000 - $39,999",20 000 $ - 39 999 $,Once or twice only,Une ou deux fois seulement,11.6,,6.0,21.3,9,110,,"Among those who have been pregnant in the past 5 years, percent who consumed alcohol at various frequencies during pregnancy.","Parmi les personnes ayant été enceintes au cours des 5 dernières années, pourcentage qui ont consommé de l’alcool à différentes fréquences pendant la grossesse.",,,Table MEX_Q05r * DEM_Q14r,15
